"finch_id","finch_cat_id","finch_cat_name","name","description","additionalproperties","features","brand_name"
tgt_us___82287638,c142a642,Burp Cloths,"Luvable Friends Baby Boy Cotton Drooler Bibs with Fiber Filling 3pk, Blue Mommy, One Size","Luvable Friends drooler bibs are a great value pack of bibs that will help keep your little one's clothes clean from drools and spills. Our bibs are made with cotton terry fabric that is very soft and absorbent. Each set is assorted with cute coordinating designs and colors. Luvable Friends Baby Boy Cotton Drooler Bibs with Fiber Filling 3pk, Hunk is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""3\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set of coordinating drooler bibs."",""Made with soft cotton terry blend fabric"",""Super absorbent to protect from drool and spills"",""Hook and loop closure for easy on and off"",""Machine Washable""}",Luvable Friends
tgt_us___82287709,f6c33561,Bibs,"Hudson Baby Infant Girl Cotton Bibs 5pk, Owl, One Size","Hudson Baby interlock cotton drooler bibs are fashionable baby bibs made with two layers of soft, gentle cotton. Our bibs feature cute prints and embroideries and are great fashion bibs over baby's clothes to keep their outfits clean. Our bibs are great for drooling, feeding and more. Hudson Baby Infant Girl Cotton Bibs 5pk, Elephant is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""5\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set includes coordinating drooler bibs."",""Made with 100% cotton"",""Multi-layered fabric absorbs drools and spills and gentle on baby's skin"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Hudson Baby
tgt_us___82250725,f6c33561,Bibs,"Hudson Baby Infant Silicone Bibs 2pk, Kale, One Size","Hudson Baby waterproof silicone bibs are the perfect meal time solution. Our silicone bibs are waterproof and easily wiped clean. Our deep pockets flips out to catch crumbs, spills drips and leaks. Our silicone bibs will make a great meal time solution to make meal time bib to help you relax and have more fun with baby. Our bibs are easy to clean - just wipe down with warm soapy water. Button and hole closure allows for many different sizes to grow with your little one. BPA Free, PVC Free and Phthalate Free. Hudson Baby Infant Silicone Bibs 2pk, Hangry, One Size is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 1 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""2\""}"",""{\""name\"": \""Material\"", \""value\"": \""Plastic\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Spot or Wipe Clean\""}""}","{""Set of two waterproof, wipe clean silicone bibs"",""ALWAYS READY BIBS - These bibs are the easiest of all to clean making them always available to use! Less laundry and quick meal time solutions!"",""EASY WIPE CLEAN - This bibs are so easy to clean, it's unbelievable. Just wipe down with warm soapy water and all food comes right off. Bib pocket easily flips out so no food or crumbs get stuck!"",""LARGE FOOD CATCHING POCKET - Large pocket on bib collects are spills, dribble, and food so that baby's clothes do not get ruined and all food is contained in one spot for easy cleaning!"",""VARIETY OF SIZES - 2 button and hole closures with 6 holes creating 12 size options!""}",Hudson Baby
tgt_us___82287184,c142a642,Burp Cloths,"Hudson Baby Infant Boy Cotton Bibs 10pk, Handsome Like Daddy, One Size","Hudson Baby interlock cotton drooler bibs are fashionable baby bibs made with two layers of soft, gentle cotton. Our bibs feature cute prints and embroideries and are great fashion bibs over baby's clothes to keep their outfits clean. Our bibs are great for drooling, feeding and more. Hudson Baby Infant Boy Cotton Bibs 10pk, Handsome Like Daddy is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""10\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set includes coordinating drooler bibs."",""Made with 100% cotton"",""Multi-layered fabric absorbs drools and spills and gentle on baby's skin"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Hudson Baby
tgt_us___82287151,f6c33561,Bibs,"Luvable Friends Baby Boy Cotton Terry Drooler Bibs with PEVA Back 5pk, Boy Nautical, One Size","Luvable Friends soft and absorbent drooler bibs are the perfect value pack to cover all your bib needs. Our bibs are super soft cotton blend material on the front and have a waterproof backing to protect baby's clothes from heavy drool! These bibs have a hook and loop closure on the back of neck for easy on and off. Wth a variety sayings and characters, you will find the perfect one for daily mix and match with outfits. Luvable Friends Baby Boy Cotton Terry Drooler Bibs with PEVA Back 5pk, Train is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""5\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set of cotton terry and peva bibs."",""Waterproof back helps keep clothes clean"",""Hook and loop closure for easy on and off"",""Affordable, high quality set"",""Machine Washable""}",Luvable Friends
tgt_us___82287478,f6c33561,Bibs,"Touched by Nature Baby Girl Organic Cotton Bandana Bibs 4pk, Flower, One Size","Touched by Nature is an organic baby clothing brand made of premium organic cotton fabric and features beautifully designed clothing, bibs, blankets, hair accessories and socks. Organic cotton feels super soft on baby's skin as the fibers are natural and breathable. Organic cotton is made without the use of synthetic pesticides and fertilizers, so it is an environment-friendly alternative compared to traditional farming methods. Touched by Nature organic cotton bandana bibs is made of 100 percent organic cotton interlock and the most stylish multi-pack bib set for baby. Featuring adorable all-over prints, our bandana bibs are made with premium fabrics that are soft and absorbent. Make feeding and drool time more fun with Touched by Nature bandana bibs. Touched by Nature Baby Girl Organic Cotton Bandana Bibs 4pk, Bird is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""4\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Made of super soft and absorbent organic cotton fabric."",""Set includes coordnating organic cotton bandana bibs"",""Stylish, comfortable and fun baby bibs"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Touched by Nature
tgt_us___82250702,c142a642,Burp Cloths,"Hudson Baby Infant Boy Silicone Bibs 2pk, Mr Steal Your Girl, One Size","Hudson Baby waterproof silicone bibs are the perfect meal time solution. Our silicone bibs are waterproof and easily wiped clean. Our deep pockets flips out to catch crumbs, spills drips and leaks. Our silicone bibs will make a great meal time solution to make meal time bib to help you relax and have more fun with baby. Our bibs are easy to clean - just wipe down with warm soapy water. Button and hole closure allows for many different sizes to grow with your little one. BPA Free, PVC Free and Phthalate Free. Hudson Baby Infant Girl Silicone Bibs 2pk, Mr Steal Your Girl, One Size is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 1 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""2\""}"",""{\""name\"": \""Material\"", \""value\"": \""Plastic\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Spot or Wipe Clean\""}""}","{""Set of two waterproof, wipe clean silicone bibs"",""ALWAYS READY BIBS - These bibs are the easiest of all to clean making them always available to use! Less laundry and quick meal time solutions!"",""EASY WIPE CLEAN - This bibs are so easy to clean, it's unbelievable. Just wipe down with warm soapy water and all food comes right off. Bib pocket easily flips out so no food or crumbs get stuck!"",""LARGE FOOD CATCHING POCKET - Large pocket on bib collects are spills, dribble, and food so that baby's clothes do not get ruined and all food is contained in one spot for easy cleaning!"",""VARIETY OF SIZES - 2 button and hole closures with 6 holes creating 12 size options!""}",Hudson Baby
tgt_us___82287409,c142a642,Burp Cloths,"Little Treasure Baby Boy Silicone Bibs 2pk, Handsome Fella, One Size","Little Treasure waterproof silicone bibs are the perfect meal time solution. Our silicone bibs are waterproof and easily wiped clean. Our deep pockets flips out to catch crumbs, spills drips and leaks. Our silicone bibs will make a great meal time solution to make meal time bib to help you relax and have more fun with baby. Our bibs are easy to clean - just wipe down with warm soapy water. Button and hole closure allows for many different sizes to grow with your little one. BPA Free, PVC Free and Phthalate Free. Little Treasure Baby Boy Silicone Bibs 2pk, Genius is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""2\""}"",""{\""name\"": \""Material\"", \""value\"": \""Plastic\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Spot or Wipe Clean\""}""}","{""Set of two waterproof, wipe clean silicone bibs."",""ALWAYS READY BIBS - These bibs are the easiest of all to clean making them always available to use! Less laundry and quick meal time solutions!"",""EASY WIPE CLEAN - This bibs are so easy to clean, it's unbelievable. Just wipe down with warm soapy water and all food comes right off. Bib pocket easily flips out so no food or crumbs get stuck!"",""LARGE FOOD CATCHING POCKET - Large pocket on bib collects are spills, dribble, and food so that baby's clothes do not get ruined and all food is contained in one spot for easy cleaning!"",""VARIETY OF SIZES - 2 button and hole closures with 6 holes creating 12 size options!""}",Little Treasure
tgt_us___82287374,f6c33561,Bibs,"Little Treasure Baby Girl Waterproof PEVA Bibs 5pk, Hello Gorgeous, One Size","Little Treasure waterproof bibs with pocket are perfect for messy meal times. These bibs are no hassle, easy to clean. With crumb and food catching pocket, there will be less spills to clean up! Bibs closure is hook and loop. Wipe clean with a sponge or washcloth. Little Treasure Baby Girl Waterproof PEVA Bibs 5pk, Sparkling is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""5\""}"",""{\""name\"": \""Material\"", \""value\"": \""PEVA (Polyethylene Vinyl Acetate)\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Spot or Wipe Clean\""}""}","{""Set of five waterproof bibs with crumb catching pocket."",""Bibs are easy wipe clean"",""Hook and loop self adhesive closure"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Little Treasure
tgt_us___89188957,f6c33561,Bibs,"Hudson Baby Infant Girl Cotton Bibs, Modern Rainbow, One Size","Hudson Baby interlock cotton drooler bibs are fashionable baby bibs made with two layers of soft, gentle cotton. Our bibs feature cute prints and embroideries and are great fashion bibs over baby's clothes to keep their outfits clean. Our bibs are great for drooling, feeding and more.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""6.3 inches (L), 7.6 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""5\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set includes coordinating drooler bibs"",""Made with 100% cotton"",""Multi-layered fabric absorbs drools and spills and gentle on baby's skin"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Hudson Baby
tgt_us___82287735,f6c33561,Bibs,"Luvable Friends Baby Girl Cotton Drooler Bibs with Fiber Filling 3pk, Girl Aunt, One Size","Luvable Friends drooler bibs are a great value pack of bibs that will help keep your little one's clothes clean from drools and spills. Our bibs are made with cotton terry fabric that is very soft and absorbent. Each set is assorted with cute coordinating designs and colors. Luvable Friends Baby Girl Cotton Drooler Bibs with Fiber Filling 3pk, Dreamer is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""3\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set of coordinating drooler bibs."",""Made with soft cotton terry blend fabric"",""Super absorbent to protect from drool and spills"",""Hook and loop closure for easy on and off"",""Machine Washable""}",Luvable Friends
tgt_us___53935156,"7fbb35d1",Sippy Cups,Munchkin Miracle 360 Fruit Infuser Sippy Cup 14oz,"Kids love quenching their thirst with juice, but sometimes you want a healthier and less sugary alternative. Refreshing fruit-infused water is the answer! The Miracle 360° Fruit Infuser Cup gives H2O a punch of natural flavor without added sugar and helps kids get their water in at the same time. This innovative toddler cup ""magically"" flavors water with their favorite fruit thanks to the built in juicer in the bottom of the cup. Fruit stays contained in the bottom basket and infuses water with fruity flavors no matter the water level. The spoutless, spill-proof cup design allows little ones to drink from any part of the rim with ease, supporting dental health. Minimal parts ensure easy cleaning, too. Say goodbye to juice and hello to natural goodness with delicious infused water!","{""{\""name\"": \""Origin\"", \""value\"": \""Imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""7 Inches (H) x 3 Inches (W)\""}"",""{\""name\"": \""Used For\"", \""value\"": \""Cold Beverages\""}"",""{\""name\"": \""Features Dining\"", \""value\"": \""BPA-Free, Spill Proof, Spoutless\""}"",""{\""name\"": \""Lid Material\"", \""value\"": \""Silicone\""}"",""{\""name\"": \""Capacity (Volume)\"", \""value\"": \""14 Ounces\""}"",""{\""name\"": \""Material\"", \""value\"": \""Plastic\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Dishwasher-Safe Top Rack Only, Clean With Water and Mild Detergent\""}"",""{\""name\"": \""Warranty\"", \""value\"": \""No Applicable Warranty. To obtain a copy of the manufacturer's or supplier's warranty for this item prior to purchasing the item, please call Target Guest Services at 1-800-591-3869\""}"",""{\""name\"": \""Color\"", \""value\"": \""Red\""}""}","{""Spill-proof fruit infusing sippy cup for toddlers with spoutless 360-degree design"",""Enhance plain water with their favorite fruits"",""Minimal parts for easy cleaning"",""To ensure a spill-proof seal, align fruit basket notch to cup body notch before screwing in juicer"",""18 months and up, BPA-free and top rack dishwasher safe""}",Munchkin
tgt_us___82287669,f6c33561,Bibs,"Yoga Sprout Baby Girl Cotton Bandana Bibs and Headbands 5pk, Unicorn, One Size","Yoga Sprout bibs and headband set are an adorable accessory set for fashionable matching bibs and headbands and a great baby shower gift. Each set features bibs and headbands with coordinating fun, stylish prints. Our accessory set is a great baby shower gift.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""7.5 inches (L), 6 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""5\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set Includes three bibs and two headbands"",""Bib made with 100% cotton and headbands made with cotton spandex"",""Bib made with multi-layered, gentle fabric to absorb drools and spills; headbands are comfortable, cozy and will keep her looking stylish and beautiful"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Yoga Sprout
tgt_us___82250781,f6c33561,Bibs,"Hudson Baby Infant Boy Cotton Terry Drooler Bibs with Fiber Filling 10pk, Food Neutral, One Size","Hudson Baby drooler bibs are a great set of value bibs that absorb your baby's drools and spills. Our drooler bibs feature adorable sayings and embroideries on every bib while also having an absorbent, fiber filled inner to keep your little one's clothes clean. Made of cotton blend knit terry, our bibs are absorbent for the everyday mishaps you are bound to experience. Hudson Baby Infant Boy Cotton Terry Drooler Bibs with Fiber Filling 10pk, Raccoon, One Size is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 1 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""10\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set includes coordinating fiber filled drooler bibs"",""Made with cotton poly blend with fiber filling"",""Multi-layered fabric absorbs drools and spills and gentle on baby's skin"",""Functional and cute baby bibs with large embroidery and fiber filling"",""Affordable, high quality value pack""}",Hudson Baby
tgt_us___82287191,c142a642,Burp Cloths,"Hudson Baby Infant Boy Cotton Bibs 13pk, Ladies I Have Arrived, One Size","Hudson Baby milestone bibs are a great set of value bibs to celebrate and capture your baby's growth through the first year of life. Our milestone bibs feature adorable designs on every bib. Made of 100% cotton, our bibs are soft and comfortable. Hudson Baby Infant Boy Cotton Bibs 13pk, Ladies I Have Arrived is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""13\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set of milestone bibs to celebrate your baby's first year."",""Made with 100% cotton"",""Soft and gentle on baby's skin"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Hudson Baby
tgt_us___82287608,c142a642,Burp Cloths,"Luvable Friends Baby Silicone Bibs 2pk, Little Peanut, One Size","Luvable Friends waterproof silicone bibs are the perfect solution to make meal time less messy and convenient to clean. Our silicone bibs are waterproof and easily wiped clean. Our deep pockets flips out to catch crumbs, spills drips and leaks. Our silicone bibs will make a great meal time solution to make meal time bib to help you relax and have more fun with baby. Our bibs are easy to clean - just wipe down with warm soapy water. Button and hole closure allows for many different sizes to grow with your little one. BPA Free, PVC Free and Phthalate Free. Luvable Friends Baby Unisex Silicone Bibs 2pk, Little Peanut is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""2\""}"",""{\""name\"": \""Material\"", \""value\"": \""Plastic\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Spot or Wipe Clean\""}""}","{""Set of two waterproof, wipe clean silicone bibs."",""ALWAYS READY BIBS - These bibs are the easiest of all to clean making them always available to use! Less laundry and quick meal time solutions!"",""EASY WIPE CLEAN - This bibs are so easy to clean, it's unbelievable. Just wipe down with warm soapy water and all food comes right off. Bib pocket easily flips out so no food or crumbs get stuck!"",""LARGE FOOD CATCHING POCKET - Large pocket on bib collects are spills, dribble, and food so that baby's clothes do not get ruined and all food is contained in one spot for easy cleaning!"",""VARIETY OF SIZES - 2 button and hole closures with 6 holes creating 12 size options!""}",Luvable Friends
tgt_us___87688944,c142a642,Burp Cloths,"The Peanutshell Hello Sunshine 10-Pack Terry Bibs in Teal, Aqua and Navy","Help keep messes to a minimum with this 10 piece Hello Sunshine Terry bib set from The Peanutshell. Our assortment of fun and whimsical designs is the perfect multi-pack for feeding, teething and drooling babies. The Hello Sunshine collection features 10 witty sentiments in shades of teal, aqua, navy, green and yellow. The super soft cotton blend terrycloth is absorbent, machine washable and fade resistant. Easy to use hook and loop closure allows for quick changes and cleanup at a terrific value that's optimal for everyday use. The stylish sayings adjust to fit newborn to toddler size. Our outfit saving essentials make a thoughtful baby shower gift for new parents.","{""{\""name\"": \""Origin\"", \""value\"": \""made in the USA or imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \"".1 inches (L), 6.8 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""0-2 Years\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""10\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Multipack set makes it easy to change bibs and not clothes"",""Soft absorbent cotton, absorbs drools and spills to keep clothes clean"",""Hook and loop closure, adjustable to grow with baby"",""Machine washable and fade resistant"",""Fits newborn to toddler"",""75% Cotton, 25% Polyester""}",The Peanutshell
tgt_us___82287485,f6c33561,Bibs,"Touched by Nature Baby Organic Cotton Bibs 5pk, Muffin, One Size","Touched by Nature organic cotton bibs are adorable and practical baby bibs for keeping your little one clean, comfortable and cute. Our bibs are made with 100% organic cotton. Our fun designs features food characters to keep meal time fun!. Touched by Nature Baby Unisex Organic Cotton Bibs 5pk, Elephant is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""5\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash\""}""}","{""Set includes coordinated organic cotton bibs."",""Made with 100% organic cotton"",""Multi-layered fabric absorbs drools and spills and gentle on baby's skin"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Touched by Nature
tgt_us___82287402,f6c33561,Bibs,"Little Treasure Baby Boy Waterproof PEVA Bibs 5pk, Handsome Fella, One Size","Little Treasure waterproof bibs with pocket are perfect for messy meal times. These bibs are no hassle, easy to clean. With crumb and food catching pocket, there will be less spills to clean up! Bibs closure is hook and loop. Wipe clean with a sponge or washcloth. Little Treasure Baby Boy Waterproof PEVA Bibs 5pk, Baby Bear is a great baby essentials set for your little one.","{""{\""name\"": \""Origin\"", \""value\"": \""imported\""}"",""{\""name\"": \""Dimensions (Overall)\"", \""value\"": \""10 inches (L), 2 inches (W)\""}"",""{\""name\"": \""Suggested Age\"", \""value\"": \""Newborn and Up\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""5\""}"",""{\""name\"": \""Material\"", \""value\"": \""PEVA (Polyethylene Vinyl Acetate)\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Spot or Wipe Clean\""}""}","{""Set of five waterproof bibs with crumb catching pocket."",""Bibs are easy wipe clean"",""Hook and loop self adhesive closure"",""Optimal for everyday use"",""Affordable, high quality value pack""}",Little Treasure
tgt_us___87395881,"9f07f998",Swim Diapers,green sprouts Pull-Up Reusable Swim Diaper - White,"Swim and splash with confidence knowing your little one is protected from accidents with our i play® by green sprouts® Eco Pull-up Swim Diaper. Made from recycled polyester and safe for the washing machine, the Eco Pull-up Swim Diaper reduces waste and expense compared to disposable diapers, while helping to protect the natural world. This secure, lightweight, & comfortable swim diaper features patented triple-layer protection: a wicking liner to prevent diaper rash, an absorbent inner layer that doesn’t puff up or weigh swimmers down, and a waterproof outer layer to prevent leaks. This slim, snug design is available in a variety of adorable colors to wear alone or under a standard swimsuit. Elastic waist included for convenient on-and-off when your little one is on-the-go. Trusted by parents and swim schools for over 30 years, these premium-quality swim diapers have been tested against over 350 harmful substances to meet STANDARD 100 by OEKO-TEX® certification and offer UPF 50+ sun protection for your baby’s health and safety.","{""{\""name\"": \""Origin\"", \""value\"": \""Imported\""}"",""{\""name\"": \""Package Quantity\"", \""value\"": \""1\""}"",""{\""name\"": \""Industry or Government Certifications\"", \""value\"": \""STANDARD 100 by OEKO-TEX\""}"",""{\""name\"": \""Diaper Weight Range\"", \""value\"": \""38 to 50 lbs\""}"",""{\""name\"": \""OEKO-TEX Certification Number\"", \""value\"": \""SH020 131584 TESTEX\""}"",""{\""name\"": \""Material\"", \""value\"": \""100% Recycled Polyester\""}"",""{\""name\"": \""Care & Cleaning\"", \""value\"": \""Machine Wash, Avoid Excessive Heat, Do Not Bleach, Do Not Dry Clean\""}"",""{\""name\"": \""Size\"", \""value\"": \""4T\""}""}","{""A. Made from sustainable recycled polyester—Uses less energy and less water than traditional polyester during production. Recycled polyester also reduces carbon dioxide emissions."",""B. Secure, lightweight, and comfortable swim diaper encourages swimming—Baby will move freely during swim lessons without feeling weighed down. No bulky fabric and extra snaps, our baby swim diaper is cute enough to wear alone, but slim enough to wear under a standard baby swimsuit."",""C. Patented design is breathable, absorbent, and waterproof—As the original swim diaper manufacturer, our patented triple-layer design offers superior function and comfort. A wicking liner to prevent diaper rash, an absorbent inner layer that doesn’t puff up or weigh swimmers down, and a waterproof outer layer to prevent leaks. A snug fit and frequent diaper checks are essential for any swim diaper to prevent pool accidents, see the size chart for more information. U.S. Pat. No. 7,678,094"",""D. No other diaper necessary! Economical and creates less waste—Save money and reduce waste with our machine-washable, reusable swim diaper compared to disposable swim diapers."",""E. UPF 50+ sun protection—All green sprouts® Swim and Sun Wear offer excellent sun protection by blocking 97.5%-99+% of UV rays."",""F. Meets STANDARD 100 BY OEKO-TEX® certification for your baby’s health and safety—Products with the STANDARD 100 by OEKO-TEX® label have been independently tested for over 350 harmful substances that go beyond global legal regulations. Label: SH020 131584 TESTEX."",""G. Trusted by national swim schools and private swim instructors—Many national and international swim schools, private swim instructors, and municipalities only trust our reusable swim diapers in their pools during swim lessons.""}",green sprouts
